ensembl_gene_id;external_gene_name;chromosome_name;start_position;end_position;strand
ENSMUSG00000003062;Stard3nl;13;19541846;19579965;-1
ENSMUSG00000003068;Stk11;10;79951637;79966516;1
ENSMUSG00000003072;Atp5d;10;79974466;79981652;1
ENSMUSG00000003099;Ppp5c;7;16738565;16761849;-1
ENSMUSG00000003119;Cdk12;11;98093885;98169330;1
ENSMUSG00000003123;Lipe;7;25078952;25098135;-1
ENSMUSG00000003131;Pafah1b2;9;45874157;45923988;-1
ENSMUSG00000003134;Tbc1d8;1;39410573;39517836;-1
ENSMUSG00000003135;Cnot11;1;39574073;39585970;1
ENSMUSG00000003153;Slc2a3;6;122704768;122778599;-1
ENSMUSG00000003154;Foxj2;6;122796873;122822325;1
ENSMUSG00000003161;Sri;5;8096078;8119379;1
ENSMUSG00000003166;Dgcr2;16;17657346;17716426;-1
ENSMUSG00000003184;Irf3;7;44647072;44652272;1
ENSMUSG00000003190;Bcl2l12;7;44640646;44648136;-1
ENSMUSG00000003198;Zfp959;17;56199093;56205928;1
ENSMUSG00000003199;Mpnd;17;56312711;56323790;1
ENSMUSG00000003200;Sh3gl1;17;56323750;56343635;-1
ENSMUSG00000003208;Yju2;17;56266099;56275285;1
ENSMUSG00000003226;Ranbp2;10;58282742;58330178;1
ENSMUSG00000003227;Edar;10;58436611;58511476;-1
ENSMUSG00000003228;Grk5;19;60878187;61084406;1
ENSMUSG00000003233;Dvl3;16;20335732;20352760;1
ENSMUSG00000003234;Abcf3;16;20367327;20380129;1
ENSMUSG00000003235;Eif2b5;16;20317567;20328073;1
ENSMUSG00000003269;Cyth2;7;45456061;45464005;-1
ENSMUSG00000003273;Car11;7;45349267;45354106;1
ENSMUSG00000003279;Dlgap1;17;70276068;71128408;1
ENSMUSG00000003282;Plag1;4;3900996;3938423;-1
ENSMUSG00000003283;Hck;2;152950388;152993361;1
ENSMUSG00000003299;Mrpl4;9;20914034;20920135;1
ENSMUSG00000003308;Keap1;9;21141026;21150657;-1
ENSMUSG00000003309;Ap1m2;9;21205571;21223633;-1
ENSMUSG00000003316;Glg1;8;111881053;111985848;-1
ENSMUSG00000003344;Btbd2;10;80478451;80492905;-1
ENSMUSG00000003345;Csnk1g2;10;80458672;80476583;1
ENSMUSG00000003346;Abhd17a;10;80419488;80426175;-1
ENSMUSG00000003348;Mob3a;10;80521087;80537811;-1
ENSMUSG00000003352;Cacnb3;15;98528721;98542410;1
ENSMUSG00000003355;Fkbp11;15;98622247;98626079;-1
ENSMUSG00000003360;Ddx23;15;98543015;98560775;-1
ENSMUSG00000003363;Pld3;7;27231425;27252643;-1
ENSMUSG00000003378;Grik5;7;24709274;24771771;-1
ENSMUSG00000003380;Rabac1;7;24669177;24672179;-1
ENSMUSG00000003382;Etv3;3;87432714;87447463;1
ENSMUSG00000003402;Prkcsh;9;21914102;21925518;1
ENSMUSG00000003410;Elavl3;9;21926301;21963319;-1
ENSMUSG00000003411;Rab3b;4;108736260;108800521;1
ENSMUSG00000003418;St8sia6;2;13655832;13798875;-1
ENSMUSG00000003420;Fcgrt;7;44742414;44753275;-1
ENSMUSG00000003421;Nosip;7;44711853;44727634;1
ENSMUSG00000003423;Pih1d1;7;44803727;44809489;1
ENSMUSG00000003429;Rps11;7;44771803;44773863;-1
ENSMUSG00000003435;Supt5;7;28014316;28038171;-1
ENSMUSG00000003436;Dll3;7;27992978;28001663;-1
ENSMUSG00000003437;Paf1;7;28092376;28098813;1
ENSMUSG00000003438;Timm50;7;28004941;28011497;-1
ENSMUSG00000003444;Med29;7;28085571;28092133;-1
ENSMUSG00000003452;Bicd1;6;149310384;149464827;1
ENSMUSG00000003458;Ncstn;1;171893580;171910362;-1
ENSMUSG00000003464;Pex19;1;171954322;171964060;1
ENSMUSG00000003477;Inmt;6;55147611;55152028;-1
ENSMUSG00000003500;Impdh1;6;29200433;29216363;-1
ENSMUSG00000003518;Dusp3;11;101861969;101877839;-1
ENSMUSG00000003526;Prodh;16;17878221;17908067;-1
ENSMUSG00000003527;Ess2;16;17718573;17729212;-1
ENSMUSG00000003528;Slc25a1;16;17743087;17746083;-1
ENSMUSG00000003531;Dgcr6;16;17870724;17889496;1
ENSMUSG00000003534;Ddr1;17;35992459;36015513;-1
ENSMUSG00000003541;Ier3;17;36132576;36133815;1
ENSMUSG00000003545;Fosb;7;19036621;19043976;-1
ENSMUSG00000003546;Klc4;17;46941550;46956948;-1
ENSMUSG00000003549;Ercc1;7;19078703;19090449;1
ENSMUSG00000003559;As3mt;19;46695897;46729538;1
ENSMUSG00000003573;Homer3;8;70735477;70747011;1
ENSMUSG00000003575;Crtc1;8;70835005;70892229;-1
ENSMUSG00000003581;Rnf215;11;4085202;4091172;1
ENSMUSG00000003585;Sec14l2;11;4047039;4073415;-1
ENSMUSG00000003604;Aven;2;112323309;112464918;1
ENSMUSG00000003617;Cp;3;20011218;20063309;1
ENSMUSG00000003623;Crot;5;9016033;9047324;-1
ENSMUSG00000003644;Rps6ka1;4;133574601;133615108;-1
ENSMUSG00000003660;Snrnp200;2;127050306;127082371;1
ENSMUSG00000003662;Ciao1;2;127082858;127089736;-1
ENSMUSG00000003680;Taf6l;19;8751851;8763781;-1
ENSMUSG00000003721;Insig2;1;121232082;121260318;-1
ENSMUSG00000003731;Kpna6;4;129537773;129566560;-1
ENSMUSG00000003746;Man1a;10;53780881;53952705;-1
ENSMUSG00000003752;Itpkc;7;26906597;26928086;-1
ENSMUSG00000003762;Coq8b;7;26932448;26957375;1
ENSMUSG00000003778;Brd8;18;34731668;34757654;-1
ENSMUSG00000003779;Kif20a;18;34757666;34766330;1
ENSMUSG00000003808;Farsa;8;85583618;85595886;1
ENSMUSG00000003809;Gcdh;8;85613022;85620550;-1
ENSMUSG00000003810;Mast2;4;116163959;116321380;-1
ENSMUSG00000003812;Dnase2a;8;85635189;85649544;1
ENSMUSG00000003813;Rad23a;8;85560648;85567294;-1
ENSMUSG00000003814;Calr;8;85568479;85573563;-1
ENSMUSG00000003824;Syce2;8;85598740;85614850;1
ENSMUSG00000003847;Nfat5;8;108020102;108106149;1
ENSMUSG00000003848;Nob1;8;108139118;108151683;-1
ENSMUSG00000003849;Nqo1;8;108114857;108129838;-1
ENSMUSG00000003863;Ppfia3;7;44988546;45016443;-1
ENSMUSG00000003865;Gys1;7;45084268;45106043;1
ENSMUSG00000003868;Ruvbl2;7;45071184;45087520;-1
ENSMUSG00000003873;Bax;7;45111121;45116322;-1
ENSMUSG00000003882;Il7r;15;9505874;9530262;-1
ENSMUSG00000003923;Tfam;10;71061294;71074110;-1
ENSMUSG00000003929;Zfp81;17;33548316;33577852;-1
ENSMUSG00000003948;Mmd;11;90140282;90169415;1
ENSMUSG00000003949;Hlf;11;90227362;90281721;-1
ENSMUSG00000003955;Fam162a;16;35864131;35891964;-1
ENSMUSG00000003970;Rpl8;15;76788278;76790514;1
ENSMUSG00000003992;Ssbp2;13;91608402;91851548;1
ENSMUSG00000004018;Fancl;11;26336135;26421876;1
ENSMUSG00000004031;Brinp2;1;158072839;158183896;-1
ENSMUSG00000004032;Gstm5;3;107803137;107806002;1
ENSMUSG00000004035;Gstm7;3;107833650;107839133;-1
ENSMUSG00000004040;Stat3;11;100775924;100830366;-1
ENSMUSG00000004043;Stat5a;11;100750177;100775995;1
ENSMUSG00000004044;Cavin1;11;100847559;100861713;-1
ENSMUSG00000004054;Map3k11;19;5738770;5752893;1
ENSMUSG00000004056;Akt2;7;27290977;27340251;1
ENSMUSG00000004069;Dnaja3;16;4457853;4525559;1
ENSMUSG00000004070;Hmox2;16;4544225;4584606;1
ENSMUSG00000004071;Cdip1;16;4568212;4608156;-1
ENSMUSG00000004085;Map3k20;2;72115981;72272954;1
ENSMUSG00000004096;Cwc15;9;14411913;14421873;1
ENSMUSG00000004098;Col5a3;9;20681346;20726363;-1
ENSMUSG00000004099;Dnmt1;9;20818505;20871184;-1
ENSMUSG00000004100;Ppan;9;20799471;20803474;1
ENSMUSG00000004105;Angptl2;2;33106081;33137729;1
ENSMUSG00000004110;Cacna1e;1;154266477;154760247;-1
ENSMUSG00000004113;Cacna1b;2;24493899;24653164;-1
ENSMUSG00000004127;Trmt10a;3;137849209;137865582;1
ENSMUSG00000004151;Etv1;12;38829379;38920483;1
ENSMUSG00000004187;Kifc2;15;76544058;76552396;1
ENSMUSG00000004207;Psap;10;60113449;60138376;1
ENSMUSG00000004221;Ikbkg;X;73436896;73497460;1
ENSMUSG00000004231;Pax2;19;44744484;44826310;1
ENSMUSG00000004233;Wars2;3;99048384;99146502;1
ENSMUSG00000004263;Atn1;6;124719507;124733487;-1
ENSMUSG00000004264;Phb2;6;124689299;124693913;1
ENSMUSG00000004266;Ptpn6;6;124697670;124715677;-1
ENSMUSG00000004267;Eno2;6;124737016;124746636;-1
ENSMUSG00000004268;Emg1;6;124681048;124689141;-1
ENSMUSG00000004270;Lpcat3;6;124639990;124681381;1
ENSMUSG00000004285;Atp6v1f;6;29467717;29470511;1
ENSMUSG00000004317;Clcn5;X;7020049;7185597;-1
ENSMUSG00000004319;Clcn3;8;61363423;61436334;-1
ENSMUSG00000004328;Hif3a;7;16765432;16796352;-1
ENSMUSG00000004341;Gpx6;13;21496295;21503794;1
ENSMUSG00000004347;Pde1c;6;56046789;56629472;-1
ENSMUSG00000004356;Utp20;10;88582469;88662666;-1
ENSMUSG00000004359;Spic;10;88510634;88520877;-1
ENSMUSG00000004360;9330159F19Rik;10;29087602;29106775;1
ENSMUSG00000004364;Cul3;1;80242640;80318197;-1
ENSMUSG00000004371;Il11;7;4775372;4785858;-1
ENSMUSG00000004383;Large1;8;73541227;74080168;-1
ENSMUSG00000004393;Ddx56;11;6208919;6217772;-1
ENSMUSG00000004394;Tmed4;11;6220369;6224870;-1
ENSMUSG00000004415;Col26a1;5;136770613;136912063;-1
ENSMUSG00000004446;Bid;6;120868891;120893814;-1
ENSMUSG00000004451;Ralb;1;119398035;119432524;-1
ENSMUSG00000004455;Ppp1cc;5;122296341;122313336;1
ENSMUSG00000004460;Dnajb11;16;22676595;22698384;1
ENSMUSG00000004462;Tbccd1;16;22631964;22676419;-1
ENSMUSG00000004473;Clec11a;7;43952111;43956326;-1
ENSMUSG00000004500;Zfp324;7;12699765;12708163;1
ENSMUSG00000004508;Gab2;7;96730793;96958153;1
ENSMUSG00000004530;Coro1c;5;113980497;114046819;-1
ENSMUSG00000004535;Tax1bp1;6;52690714;52743765;1
ENSMUSG00000004552;Ctse;1;131566044;131603243;1
ENSMUSG00000004558;Ndrg2;14;52142728;52151615;-1
ENSMUSG00000004561;Mettl17;14;52122299;52130496;1
ENSMUSG00000004562;Arhgef40;14;52222176;52243708;1
ENSMUSG00000004565;Pnpla6;8;3565384;3594267;1
ENSMUSG00000004567;Mcoln1;8;3550457;3565232;1
ENSMUSG00000004568;Arhgef18;8;3403415;3506601;1
ENSMUSG00000004591;Pkn2;3;142496663;142587765;-1
ENSMUSG00000004609;Cd33;7;43173640;43193852;-1
ENSMUSG00000004610;Etfb;7;43093507;43107224;1
ENSMUSG00000004626;Stxbp2;8;3680955;3693644;1
ENSMUSG00000004630;Pcp2;8;3673371;3675545;-1
ENSMUSG00000004631;Sgce;6;4674350;4747207;-1
ENSMUSG00000004633;Chn2;6;54016539;54278795;1
ENSMUSG00000004637;Wwox;8;115166395;116079447;1
ENSMUSG00000004642;Slbp;5;33792296;33809918;-1
ENSMUSG00000004651;Tyr;7;87073979;87142720;-1
ENSMUSG00000004655;Aqp1;6;55313417;55325540;1
ENSMUSG00000004661;Arid3b;9;57697636;57744076;-1
ENSMUSG00000004665;Cnn2;10;79824418;79831896;1
ENSMUSG00000004667;Polr2e;10;79871783;79875629;-1
ENSMUSG00000004668;Abca13;11;9141942;9634259;1
ENSMUSG00000004677;Myo9b;8;71725358;71813357;1
ENSMUSG00000004698;Hdac9;12;34097579;34967094;-1
ENSMUSG00000004707;Ly9;1;171416192;171434978;-1
ENSMUSG00000004709;Cd244a;1;171386761;171437314;1
ENSMUSG00000004730;Adgre1;17;57665691;57790527;1
ENSMUSG00000004748;Mtfp1;11;4041480;4045445;-1
ENSMUSG00000004768;Rab23;1;33758968;33781645;1
ENSMUSG00000004771;Rab11a;9;64622581;64645040;-1
ENSMUSG00000004788;Eif2b2;12;85266255;85273402;1
ENSMUSG00000004789;Dlst;12;85157607;85181619;1
ENSMUSG00000004798;Ulk2;11;61666475;61745899;-1
ENSMUSG00000004814;Ccl24;5;135598791;135601903;-1
ENSMUSG00000004815;Dgkq;5;108794559;108817538;-1
ENSMUSG00000004837;Grap;11;61544091;61563610;1
ENSMUSG00000004842;Pou1f1;16;65317397;65331891;1
ENSMUSG00000004843;Chmp2b;16;65336014;65359612;-1
ENSMUSG00000004846;Plod3;5;137015873;137025502;1
ENSMUSG00000004849;Ap1s1;5;137063847;137074989;-1
ENSMUSG00000004864;Mapk13;17;28988271;28999207;1
ENSMUSG00000004865;Srpk1;17;28806622;28841683;-1
ENSMUSG00000004872;Pax3;1;78077904;78173771;-1
ENSMUSG00000004880;Lbr;1;181642900;181670611;-1
ENSMUSG00000004891;Nes;3;87878385;87887758;1
ENSMUSG00000004894;Hapln2;3;87929057;87934890;-1
ENSMUSG00000004895;Prcc;3;87766210;87792915;-1
ENSMUSG00000004896;Rrnad1;3;87829908;87838024;-1
ENSMUSG00000004897;Hdgf;3;87813628;87823439;1
ENSMUSG00000004902;Slc25a18;6;120750539;120771297;1
ENSMUSG00000004929;Thop1;10;80905869;80918393;1
ENSMUSG00000004931;Apba3;10;81102794;81109080;1
ENSMUSG00000004933;Matk;10;81088769;81099199;1
ENSMUSG00000004934;Pias4;10;80989100;81003757;-1
ENSMUSG00000004936;Map2k1;9;64093052;64160913;-1
ENSMUSG00000004937;Sgta;10;80879909;80896015;-1
ENSMUSG00000004939;Nmrk2;10;81034004;81037885;-1
ENSMUSG00000004945;Tmem242;17;5461145;5490534;-1
ENSMUSG00000004947;Dtx2;5;136023654;136061726;1
ENSMUSG00000004951;Hspb1;5;135916773;135918417;1
ENSMUSG00000004952;Rasa4;5;136112770;136140714;1
ENSMUSG00000004980;Hnrnpa2b1;6;51437912;51446874;-1
ENSMUSG00000004988;Fxyd4;6;117910520;117914653;-1
ENSMUSG00000004994;Ccdc130;8;84984424;84997009;-1
ENSMUSG00000004996;Mri1;8;84976535;84983955;-1
ENSMUSG00000005034;Prkacb;3;146435329;146518745;-1
ENSMUSG00000005043;Sgsh;11;119234251;119246362;-1
ENSMUSG00000005054;Cstb;10;78261503;78263456;1
ENSMUSG00000005057;Sh2b2;5;136247001;136275410;-1
ENSMUSG00000005069;Pex5;6;124373775;124392026;-1
ENSMUSG00000005078;Jkamp;12;72132363;72148235;1
ENSMUSG00000005087;Cd44;2;102641486;102732010;-1
ENSMUSG00000005089;Slc1a2;2;102489004;102621129;1
ENSMUSG00000005102;Eif2ak4;2;118219099;118305715;1
ENSMUSG00000005103;Wdr1;5;38684156;38720564;-1
ENSMUSG00000005107;Slc2a9;5;38506616;38660486;-1
ENSMUSG00000005124;Ccn4;15;66763169;66795050;1
ENSMUSG00000005125;Ndrg1;15;66801167;66841489;-1
ENSMUSG00000005131;4930550C14Rik;9;53313625;53345702;1
ENSMUSG00000005142;Man2b1;8;85809899;85824911;1
ENSMUSG00000005148;Klf5;14;99536127;99552472;1
ENSMUSG00000005150;Wdr83;8;85801664;85807935;-1
ENSMUSG00000005161;Prdx2;8;85696216;85701463;1
ENSMUSG00000005198;Polr2a;11;69624823;69649463;-1
ENSMUSG00000005204;Senp3;11;69563941;69572910;-1
ENSMUSG00000005220;Corin;5;72457368;72661816;-1
ENSMUSG00000005225;Plekha8;6;54572096;54622824;1
ENSMUSG00000005233;Spc25;2;69024239;69036538;-1
ENSMUSG00000005237;Dnah2;11;69311635;69439936;-1
ENSMUSG00000005251;Ripk4;16;97543133;97564987;-1
ENSMUSG00000005262;Ufd1;16;18630529;18654011;1
ENSMUSG00000005267;Zfp287;11;62591182;62622731;-1
ENSMUSG00000005268;Prlr;15;10177324;10349266;1
ENSMUSG00000005299;Letm1;5;33897017;33940161;-1
ENSMUSG00000005312;Ubqln1;13;58323970;58363467;-1
ENSMUSG00000005320;Fgfr4;13;55300453;55316572;1
ENSMUSG00000005338;Cadm3;1;173160825;173195261;-1
ENSMUSG00000005354;Txn2;15;77799247;77813206;-1
ENSMUSG00000005360;Slc1a3;15;8663608;8740248;-1
ENSMUSG00000005362;Crbn;6;106757162;106777038;-1
ENSMUSG00000005364;Il5ra;6;106687318;106725998;-1
ENSMUSG00000005370;Msh6;17;88282490;88298320;1
ENSMUSG00000005371;Fbxo11;17;88298287;88372719;-1
ENSMUSG00000005373;Mlxipl;5;135118744;135167236;1
ENSMUSG00000005374;Tbl2;5;135178511;135194614;1
ENSMUSG00000005378;Bud23;5;135081811;135093813;-1
ENSMUSG00000005397;Nid1;13;13612136;13686854;1
ENSMUSG00000005410;Mcm5;8;75836197;75855067;1
ENSMUSG00000005413;Hmox1;8;75820249;75827217;1
ENSMUSG00000005417;Mprip;11;59552131;59671686;1
ENSMUSG00000005442;Cic;7;24967129;24993584;1
ENSMUSG00000005447;Pafah1b3;7;24994474;24997411;-1
ENSMUSG00000005465;Il27ra;8;84756923;84769218;-1
ENSMUSG00000005469;Prkaca;8;84699622;84723072;1
ENSMUSG00000005470;Asf1b;8;84682136;84696826;1
ENSMUSG00000005481;Ddx39a;8;84441806;84453521;1
ENSMUSG00000005483;Dnajb1;8;84334822;84339282;1
ENSMUSG00000005493;Msh4;3;153562786;153611775;-1
ENSMUSG00000005501;Usp40;1;87872841;87936273;-1
ENSMUSG00000005505;Kbtbd4;2;90735084;90741970;1
ENSMUSG00000005506;Celf1;2;90770727;90849842;1
ENSMUSG00000005510;Ndufs3;2;90724978;90735171;-1
ENSMUSG00000005514;Por;5;135698887;135764180;1
ENSMUSG00000005533;Igf1r;7;67602575;67883416;1
ENSMUSG00000005534;Insr;8;3172061;3329617;-1
ENSMUSG00000005540;Fcer2a;8;3731737;3744175;-1
ENSMUSG00000005547;Cyp2a5;7;26534730;26542973;1
ENSMUSG00000005553;Atp4a;7;30411634;30424959;1
ENSMUSG00000005566;Trim28;7;12733041;12764962;1
ENSMUSG00000005575;Ube2m;7;12769047;12772202;-1
ENSMUSG00000005580;Adcy9;16;4105393;4238362;-1
ENSMUSG00000005583;Mef2c;13;83652153;83815199;1
ENSMUSG00000005609;Ctr9;7;110628158;110655584;1
ENSMUSG00000005610;Eif4g2;7;110666957;110682237;-1
ENSMUSG00000005611;Irag1;7;110467473;110581668;-1
ENSMUSG00000005615;Pcyt1a;16;32249739;32293888;1
ENSMUSG00000005621;Zfp592;7;80643429;80694912;1
ENSMUSG00000005625;Psmd4;3;94940005;94949925;-1
ENSMUSG00000005640;Insrr;3;87704258;87723408;1
ENSMUSG00000005656;Snx6;12;54793134;54842488;-1
ENSMUSG00000005667;Mthfd2;6;83282673;83302890;-1
ENSMUSG00000005672;Kit;5;75735576;75817382;1
ENSMUSG00000005674;Tomm40l;1;171043580;171050083;-1
ENSMUSG00000005677;Nr1i3;1;171041539;171048270;1
ENSMUSG00000005682;Pan2;10;128139204;128157227;1
ENSMUSG00000005683;Cs;10;128173603;128198348;1
ENSMUSG00000005686;Ampd3;7;110367413;110411612;1
ENSMUSG00000005687;Bcas2;3;103078971;103086482;1
ENSMUSG00000005696;Sh2d1a;X;41591330;41618207;1
ENSMUSG00000005698;Ctcf;8;106363200;106409554;1
ENSMUSG00000005699;Pard6a;8;106427780;106430128;1
ENSMUSG00000005705;Agrp;8;106293330;106364025;-1
ENSMUSG00000005716;Pvalb;15;78075314;78090600;-1
ENSMUSG00000005718;Tfap4;16;4362525;4377718;-1
ENSMUSG00000005732;Ranbp1;16;18057648;18066596;-1
ENSMUSG00000005763;Cd247;1;165616250;165704846;1
ENSMUSG00000005774;Rfx5;3;94861386;94868872;1
ENSMUSG00000005779;Psmb4;3;94791404;94794272;-1
ENSMUSG00000005802;Slc30a4;2;122523153;122544583;-1
ENSMUSG00000005803;Sqor;2;122607157;122651489;1
ENSMUSG00000005804;Bloc1s6;2;122580423;122591395;1
ENSMUSG00000005813;Metap1;3;138164717;138195276;-1
ENSMUSG00000005823;Gpr108;17;57541635;57555446;-1
ENSMUSG00000005836;Gata6;18;11052064;11085635;1
ENSMUSG00000005846;Rsl1d1;16;11010834;11021195;-1
ENSMUSG00000005871;Apc;18;34353977;34455605;1
ENSMUSG00000005873;Reep5;18;34477938;34507123;-1
ENSMUSG00000005881;Ergic3;2;155849965;155860199;1
ENSMUSG00000005882;Uqcc1;2;155688814;155772230;-1
ENSMUSG00000005883;Spo11;2;172819493;172835369;1
ENSMUSG00000005886;Ncoa2;1;13209329;13444307;-1
ENSMUSG00000005893;Nr2c2;6;92068371;92151275;1
ENSMUSG00000005897;Nr2c1;10;93983885;94033073;1
ENSMUSG00000005899;Smpd4;16;17437218;17462692;1
ENSMUSG00000005907;Pex1;5;3646066;3687232;1
ENSMUSG00000005936;Kctd20;17;29170924;29188523;1
ENSMUSG00000005947;Itgae;11;72981409;73038272;1
ENSMUSG00000005949;Ctns;11;73074422;73089868;-1
ENSMUSG00000005950;P2rx5;11;73051247;73063511;1
ENSMUSG00000005951;Shpk;11;73090286;73115337;1
ENSMUSG00000005958;Ephb3;16;21023505;21042055;1
ENSMUSG00000005968;Tuft1;3;94520064;94566179;-1
ENSMUSG00000005973;Rcn1;2;105216636;105229664;-1
ENSMUSG00000005980;Dnase1;16;3854806;3857888;1
ENSMUSG00000005981;Trap1;16;3857835;3895691;-1
ENSMUSG00000005982;Naa60;16;3690239;3722634;1
ENSMUSG00000005983;1700037C18Rik;16;3713043;3726553;-1
ENSMUSG00000005986;Ankrd13d;19;4320208;4333165;-1
ENSMUSG00000006005;Tpr;1;150268589;150325686;1
ENSMUSG00000006010;Odr4;1;150237056;150268831;-1
ENSMUSG00000006014;Prg4;1;150325163;150341916;-1
ENSMUSG00000006019;Dhx34;7;15931072;15955962;-1
ENSMUSG00000006021;Kptn;7;15853820;15861441;1
ENSMUSG00000006024;Napa;7;15832383;15851900;1
ENSMUSG00000006050;Sra1;18;36799734;36803868;-1
ENSMUSG00000006057;Atp5g1;11;95959678;95966496;-1
ENSMUSG00000006058;Snf8;11;95925711;95938256;1
ENSMUSG00000006095;Tbcb;7;29923556;29931697;-1
ENSMUSG00000006127;Inpp5k;11;75521814;75539697;1
ENSMUSG00000006134;Crkl;16;17269851;17305298;1
ENSMUSG00000006154;Eps8l1;7;4463673;4483486;1
ENSMUSG00000006169;Clint1;11;45742791;45801452;1
ENSMUSG00000006191;Cdkal1;13;29375729;30039657;-1
ENSMUSG00000006205;Htra1;7;130537841;130587390;1
ENSMUSG00000006215;Zbtb17;4;141171965;141195241;1
ENSMUSG00000006216;Clcnkb;4;141131664;141143325;-1
ENSMUSG00000006218;Fam131c;4;141095531;141111486;1
ENSMUSG00000006219;Fblim1;4;141303373;141333407;-1
ENSMUSG00000006221;Hspb7;4;141148090;141152622;1
ENSMUSG00000006235;Epor;9;21870193;21874802;-1
ENSMUSG00000006241;Ccdc159;9;21838767;21847168;1
ENSMUSG00000006262;Mob1b;5;88868714;88912079;1
ENSMUSG00000006269;Atp6v1b1;6;83719972;83735837;1
ENSMUSG00000006273;Atp6v1b2;8;69541298;69566363;1
ENSMUSG00000006276;Eps15l1;8;73094843;73175304;-1
ENSMUSG00000006281;Tep1;14;51061516;51108017;-1
ENSMUSG00000006288;Ttc5;14;51002872;51022976;-1
ENSMUSG00000006289;Osgep;14;51143935;51162350;-1
ENSMUSG00000006299;Aamp;1;74318999;74323897;-1
ENSMUSG00000006301;Tmbim1;1;74327406;74344781;-1
ENSMUSG00000006304;Arpc2;1;74275243;74307368;1
ENSMUSG00000006307;Kmt2b;7;30268283;30288151;-1
ENSMUSG00000006310;Zbtb32;7;30289106;30298334;-1
ENSMUSG00000006313;Upk1a;7;30302517;30312272;-1
ENSMUSG00000006315;Tmem147;7;30427126;30428965;-1
ENSMUSG00000006333;Rps9;7;3706992;3709896;1
ENSMUSG00000006335;Tfpt;7;3623323;3632928;-1
ENSMUSG00000006342;Susd2;10;75472540;75479842;-1
ENSMUSG00000006344;Ggt5;10;75425174;75453034;1
ENSMUSG00000006345;Ggt1;10;75397438;75422034;1
ENSMUSG00000006356;Crip2;12;113103856;113109126;1
ENSMUSG00000006360;Crip1;12;113109936;113117499;1
ENSMUSG00000006362;Cbfa2t3;8;123351880;123425848;-1
ENSMUSG00000006369;Fbln1;15;85090150;85170736;1
ENSMUSG00000006373;Pgrmc1;X;35861859;35869732;1
ENSMUSG00000006378;Gcat;15;78915074;78922553;1
ENSMUSG00000006386;Tek;4;94627526;94763213;1
ENSMUSG00000006390;Elovl1;4;118285290;118290150;1
ENSMUSG00000006392;Med8;4;118266534;118272979;1
ENSMUSG00000006395;Hyi;4;118217187;118219941;1
ENSMUSG00000006398;Cdc20;4;118290098;118294549;-1
ENSMUSG00000006403;Adamts4;1;171077990;171088206;1
ENSMUSG00000006411;Nectin4;1;171197667;171216166;1
ENSMUSG00000006412;Pfdn2;1;171173238;171186822;1
ENSMUSG00000006418;Rnf114;2;167334565;167358093;1
ENSMUSG00000006423;C330007P06Rik;X;36087390;36137764;-1
ENSMUSG00000006435;Neurl1a;19;47167259;47247880;1
ENSMUSG00000006442;Srm;4;148675960;148679450;1
ENSMUSG00000006445;Epha2;4;141028551;141056695;1
ENSMUSG00000006456;Rbm14;19;4850597;4861662;-1
ENSMUSG00000006462;A530013C23Rik;2;167533097;167571092;1
ENSMUSG00000006463;Zdhhc24;19;4928696;4935425;1
ENSMUSG00000006464;Bbs1;19;4936906;4956656;-1
ENSMUSG00000006469;Slc34a3;2;25118910;25124376;-1
ENSMUSG00000006471;Ndor1;2;25134833;25146034;-1
ENSMUSG00000006476;Nsmf;2;24944367;24952893;1
ENSMUSG00000006494;Pdk1;2;71703568;71734202;1
ENSMUSG00000006498;Ptbp1;10;79690261;79700605;1
ENSMUSG00000006517;Mvd;8;123160340;123170161;-1
ENSMUSG00000006519;Cyba;8;123151515;123159669;-1
ENSMUSG00000006522;Itih3;14;30630529;30645717;-1
ENSMUSG00000006526;Stimate;14;30547547;30599167;1
ENSMUSG00000006527;Sfmbt1;14;30436806;30544678;1
ENSMUSG00000006529;Itih1;14;30651137;30665246;-1
ENSMUSG00000006538;Ihh;1;74984474;74990831;-1
ENSMUSG00000006542;Prkag3;1;74778081;74788380;-1
ENSMUSG00000006546;Cryba2;1;74929093;74932302;-1
ENSMUSG00000006567;Atp7b;8;22482801;22550321;-1
ENSMUSG00000006574;Slc4a1;11;102239650;102257029;-1
ENSMUSG00000006575;Rundc3a;11;102284229;102293381;1
ENSMUSG00000006576;Slc4a3;1;75522910;75538816;1
ENSMUSG00000006585;Cdt1;8;123294754;123300293;1
ENSMUSG00000006586;Runx1t1;4;13743436;13893649;1
ENSMUSG00000006589;Aprt;8;123301374;123303648;-1
ENSMUSG00000006599;Gtf2h1;7;46445527;46473224;1
ENSMUSG00000006611;Hfe;13;23886017;23894837;-1
ENSMUSG00000006638;Abhd1;5;31107410;31112435;1
ENSMUSG00000006641;Slc5a6;5;31193380;31206268;-1
ENSMUSG00000006642;Tcf23;5;31126006;31134362;1
